,age,sex,race,degree,wrkstat,income,happy,number
1375,23,Male,White,Bachelor,"Unempl, laid off",$10000 - 14999,Very happy,0
1376,25,Female,White,High school,Working fulltime,$10000 - 14999,Very happy,0
1377,20,Male,White,High school,Working parttime,$1000 to 2999,Pretty happy,0
1378,31,Male,White,Bachelor,Working parttime,$10000 - 14999,Pretty happy,0
1379,26,Female,Other,Graduate,Working fulltime,Refused,Very happy,0
1380,19,Female,White,High school,Working parttime,$10000 - 14999,Pretty happy,0
1381,30,Male,White,High school,School,$4000 to 4999,Pretty happy,0
1382,23,Female,White,Bachelor,School,Don't know,Very happy,0
1383,23,Male,White,Junior college,Working parttime,Refused,Pretty happy,0
1384,53,Male,White,Bachelor,Working fulltime,Refused,Very happy,0
1385,19,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1386,40,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1387,52,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1388,47,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1389,38,Male,Other,Lt high school,Working fulltime,Don't know,Not too happy,0
1390,54,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1391,47,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
1392,67,Female,White,Graduate,Keeping house,$25000 or more,Very happy,0
1393,57,Male,White,Graduate,Temp not working,$20000 - 24999,Pretty happy,0
1394,89 or older,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1395,51,Female,Other,High school,Retired,$25000 or more,Not too happy,0
1396,32,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1397,22,Female,White,High school,Working parttime,$10000 - 14999,Not too happy,0
1398,42,Male,White,Lt high school,Working parttime,Lt $1000,Not too happy,0
1399,37,Female,White,Lt high school,Keeping house,$20000 - 24999,Pretty happy,0
1400,54,Male,White,Bachelor,Working fulltime,$4000 to 4999,Pretty happy,0
1401,24,Female,Black,High school,Working parttime,$25000 or more,Not too happy,0
1402,25,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1403,44,Female,Black,High school,Keeping house,$6000 to 6999,Not too happy,0
1404,25,Male,White,High school,Working fulltime,$15000 - 19999,Pretty happy,0
1405,24,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1406,78,Female,White,High school,Retired,$25000 or more,Not too happy,0
1407,23,Female,White,High school,Working fulltime,$20000 - 24999,Not too happy,0
1408,38,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
1409,57,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
1410,70,Female,White,High school,Retired,Refused,Not too happy,0
1411,69,Male,White,High school,Retired,$25000 or more,Very happy,0
1412,77,Female,Black,Lt high school,Retired,$8000 to 9999,Not too happy,0
1413,85,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1414,25,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1415,62,Male,White,High school,Retired,Refused,Pretty happy,0
1416,84,Female,White,High school,Retired,Refused,Pretty happy,0
1417,71,Female,White,Lt high school,Retired,Refused,Not too happy,0
1418,54,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
1419,74,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1420,37,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1421,80,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1422,74,Male,White,Lt high school,Retired,$20000 - 24999,Pretty happy,0
1423,37,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1424,33,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1425,62,Female,White,High school,Working fulltime,Refused,Pretty happy,0
1426,74,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1427,83,Female,Other,Bachelor,Retired,$25000 or more,Pretty happy,0
1428,40,Female,White,High school,Working parttime,$1000 to 2999,Pretty happy,0
1429,57,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1430,50,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1431,31,Male,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1432,36,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1433,83,Male,White,Lt high school,Working fulltime,$25000 or more,Not too happy,0
1434,58,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1435,29,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1436,50,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1437,64,Male,White,Bachelor,Retired,$25000 or more,Pretty happy,0
1438,43,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1439,54,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
1440,72,Male,White,Graduate,Retired,$25000 or more,Not too happy,0
1441,31,Female,White,Bachelor,Temp not working,$25000 or more,Very happy,0
1442,30,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1443,36,Female,White,Bachelor,Working fulltime,Refused,Pretty happy,0
1444,72,Male,White,High school,Retired,$20000 - 24999,Very happy,0
1445,56,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1446,29,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1447,83,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
1448,80,Female,White,Bachelor,Retired,Don't know,Very happy,0
1449,61,Male,White,High school,"Unempl, laid off",$10000 - 14999,Not too happy,0
1450,53,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1451,61,Female,White,Bachelor,Keeping house,$25000 or more,Pretty happy,0
1452,52,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1453,37,Male,Other,High school,Working fulltime,$25000 or more,Very happy,0
1454,24,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1455,50,Female,White,Bachelor,Keeping house,$25000 or more,Not too happy,0
1456,28,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1457,30,Female,White,High school,Other,$20000 - 24999,Pretty happy,0
1458,36,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1459,24,Male,White,Bachelor,Working fulltime,$20000 - 24999,Pretty happy,0
1460,63,Female,Other,High school,Working fulltime,$25000 or more,Very happy,0
1461,22,Male,White,High school,Working fulltime,$10000 - 14999,Pretty happy,0
1462,20,Male,White,High school,Working parttime,$5000 to 5999,Pretty happy,0
1463,31,Female,White,Lt high school,Working fulltime,$10000 - 14999,Not too happy,0
1464,31,Female,Black,High school,Working fulltime,$20000 - 24999,Pretty happy,0
1465,74,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1466,83,Female,White,Lt high school,Retired,$8000 to 9999,Pretty happy,0
1467,61,Male,White,Junior college,Working fulltime,$25000 or more,Don't know,0
1468,22,Male,White,High school,Working fulltime,$15000 - 19999,Pretty happy,0
1469,63,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1470,46,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1471,83,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1472,38,Female,White,Bachelor,Keeping house,Refused,Very happy,0
1473,80,Male,White,Junior college,Retired,$25000 or more,Pretty happy,0
1474,58,Female,White,High school,Retired,Refused,Pretty happy,0
1475,52,Female,White,High school,Working parttime,$20000 - 24999,Pretty happy,0
1476,31,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1477,34,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1478,31,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
1479,63,Male,White,High school,Working fulltime,Refused,Pretty happy,0
1480,57,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1481,45,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1482,60,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
1483,67,Female,White,High school,Working parttime,$20000 - 24999,Pretty happy,0
1484,63,Male,Black,High school,Working parttime,$25000 or more,Pretty happy,0
1485,50,Male,Other,Bachelor,Working fulltime,$25000 or more,Not too happy,0
1486,29,Male,Other,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1487,23,Female,White,High school,Keeping house,Refused,Not too happy,0
1488,59,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1489,38,Female,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1490,32,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1491,32,Male,Other,Junior college,Other,$25000 or more,Pretty happy,0
1492,48,Male,White,High school,Working fulltime,$25000 or more,Not too happy,0
1493,64,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1494,30,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1495,25,Female,Black,High school,Working fulltime,$10000 - 14999,Pretty happy,0
1496,48,Female,Black,High school,Working fulltime,$20000 - 24999,Not too happy,0
1497,29,Female,White,Lt high school,Keeping house,$25000 or more,Pretty happy,0
1498,23,Male,White,Graduate,Working fulltime,Lt $1000,Pretty happy,0
1499,44,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1500,55,Female,Black,Graduate,Working fulltime,$25000 or more,Very happy,0
1501,25,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1502,59,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1503,60,Male,Black,Bachelor,Working fulltime,$25000 or more,Very happy,0
1504,53,Female,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1505,46,Male,White,High school,Working fulltime,Refused,Pretty happy,0
1506,86,Female,White,High school,Retired,Refused,Very happy,0
1507,29,Female,Black,Lt high school,Working parttime,Don't know,Pretty happy,0
1508,70,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1509,50,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1510,79,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1511,29,Male,White,Bachelor,Working fulltime,Don't know,Pretty happy,0
1512,50,Female,White,High school,Working fulltime,Don't know,Pretty happy,0
1513,61,Male,White,Bachelor,Retired,$15000 - 19999,Not too happy,0
1514,23,Female,White,High school,School,$25000 or more,Not too happy,0
1515,21,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1516,29,Female,White,Junior college,School,$25000 or more,Very happy,0
1517,80,Female,White,High school,Retired,$10000 - 14999,Pretty happy,0
1518,25,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1519,71,Female,White,Lt high school,Keeping house,$15000 - 19999,Not too happy,0
1520,68,Female,White,High school,Retired,$25000 or more,Very happy,0
1521,55,Male,White,High school,Other,$20000 - 24999,Not too happy,0
1522,47,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1523,64,Male,White,Junior college,Retired,$25000 or more,Pretty happy,0
1524,73,Female,White,Lt high school,Retired,$10000 - 14999,Not too happy,0
1525,80,Female,White,High school,Retired,$10000 - 14999,Pretty happy,0
1526,57,Female,White,Junior college,"Unempl, laid off",$8000 to 9999,Not too happy,0
1527,55,Female,White,Bachelor,Other,$10000 - 14999,Not too happy,0
1528,86,Female,White,High school,Retired,$20000 - 24999,Pretty happy,0
1529,47,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1530,52,Male,White,Graduate,Working fulltime,Refused,Pretty happy,0
1531,61,Female,White,Junior college,Retired,$10000 - 14999,Pretty happy,0
1532,34,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1533,65,Male,White,Junior college,Retired,Refused,Pretty happy,0
1534,69,Female,White,High school,Temp not working,$25000 or more,Pretty happy,0
1535,53,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1536,64,Female,White,Graduate,Working fulltime,$25000 or more,Not too happy,0
1537,68,Male,White,Bachelor,Working fulltime,Refused,Pretty happy,0
1538,66,Female,White,Junior college,Retired,$20000 - 24999,Pretty happy,0
1539,43,Male,Black,High school,"Unempl, laid off",$15000 - 19999,Not too happy,0
1540,21,Female,White,High school,Working fulltime,$25000 or more,Not too happy,0
1541,60,Female,White,High school,Working parttime,$25000 or more,Very happy,0
1542,46,Female,White,High school,Keeping house,$10000 - 14999,Pretty happy,0
1543,23,Male,White,Junior college,School,Lt $1000,Pretty happy,0
1544,33,Male,White,Lt high school,Working parttime,$20000 - 24999,Not too happy,0
1545,66,Male,White,Graduate,Retired,$25000 or more,Very happy,0
1546,43,Female,Other,Lt high school,Working parttime,$10000 - 14999,Pretty happy,0
1547,40,Female,Other,High school,Working parttime,Lt $1000,Not too happy,0
1548,59,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1549,66,Male,White,High school,Retired,$10000 - 14999,Not too happy,0
1550,42,Female,Other,Graduate,Keeping house,$10000 - 14999,Pretty happy,0
1551,54,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1552,24,Male,White,High school,Working fulltime,$10000 - 14999,Pretty happy,0
1553,36,Female,White,Junior college,Working fulltime,$3000 to 3999,Not too happy,0
1554,52,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1555,26,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1556,64,Female,White,High school,Working parttime,$15000 - 19999,Not too happy,0
1557,77,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1558,63,Female,White,No answer,Working fulltime,Refused,No answer,0
1559,58,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1560,76,Female,White,Bachelor,Retired,Refused,Pretty happy,0
1561,68,Male,White,Bachelor,Working parttime,$20000 - 24999,Not too happy,0
1562,89 or older,Female,White,High school,Retired,$15000 - 19999,Pretty happy,0
1563,20,Female,White,High school,Temp not working,$25000 or more,Pretty happy,0
1564,63,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1565,57,Female,White,Junior college,Keeping house,$10000 - 14999,Pretty happy,0
1566,66,Female,White,High school,Other,$10000 - 14999,Pretty happy,0
1567,63,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1568,75,Male,White,Graduate,Retired,$25000 or more,Very happy,0
1569,66,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1570,53,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1571,49,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1572,57,Male,White,Graduate,Working fulltime,$25000 or more,Very happy,0
1573,41,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1574,42,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1575,38,Male,White,Bachelor,Temp not working,$25000 or more,Pretty happy,0
1576,34,Male,White,High school,Other,Refused,Pretty happy,0
1577,72,Male,White,Lt high school,Retired,Lt $1000,Not too happy,0
1578,39,Female,Black,High school,"Unempl, laid off",$5000 to 5999,Not too happy,0
1579,38,Female,White,Lt high school,"Unempl, laid off",$25000 or more,Pretty happy,0
1580,55,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1581,85,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
1582,32,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1583,42,Female,Black,Bachelor,Keeping house,$10000 - 14999,Pretty happy,0
1584,35,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1585,33,Female,Other,Lt high school,Other,Don't know,Not too happy,0
1586,32,Female,Black,High school,Working fulltime,$25000 or more,Not too happy,0
1587,67,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1588,28,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1589,59,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
1590,57,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1591,51,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1592,66,Female,White,High school,Retired,$25000 or more,Very happy,0
1593,35,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1594,28,Female,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1595,52,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1596,89 or older,Male,White,High school,Retired,$25000 or more,Not too happy,0
1597,69,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1598,55,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1599,48,Male,White,High school,Working fulltime,$25000 or more,Very happy,0
1600,67,Female,White,High school,Retired,Refused,Very happy,0
1601,36,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1602,66,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1603,31,Female,White,High school,Keeping house,$25000 or more,Pretty happy,0
1604,57,Female,Black,High school,Working parttime,Don't know,Pretty happy,0
1605,48,Female,White,High school,Other,$8000 to 9999,Not too happy,0
1606,35,Female,Black,High school,Working fulltime,$10000 - 14999,Pretty happy,0
1607,59,Female,Other,High school,"Unempl, laid off",$10000 - 14999,Not too happy,0
1608,59,Male,White,Lt high school,Retired,$7000 to 7999,Not too happy,0
1609,35,Female,Other,High school,Keeping house,$25000 or more,Very happy,0
1610,52,Female,White,High school,Working fulltime,Refused,Pretty happy,0
1611,37,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1612,35,Male,White,High school,Working fulltime,Refused,Very happy,0
1613,61,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1614,67,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1615,80,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1616,30,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1617,56,Female,Black,Graduate,Working fulltime,$25000 or more,Very happy,0
1618,20,Male,Black,High school,Temp not working,$25000 or more,Pretty happy,0
1619,53,Female,White,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1620,31,Female,White,Graduate,Working fulltime,Refused,Pretty happy,0
1621,51,Female,White,High school,Working fulltime,$25000 or more,Very happy,0
1622,29,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1623,80,Male,White,High school,Retired,$25000 or more,Very happy,0
1624,67,Female,White,Bachelor,Working parttime,$15000 - 19999,Pretty happy,0
1625,61,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1626,58,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1627,19,Female,White,High school,Working parttime,Don't know,Very happy,0
1628,19,Female,White,Lt high school,School,Refused,Pretty happy,0
1629,25,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1630,34,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
1631,37,Female,Black,High school,Working fulltime,$25000 or more,Not too happy,0
1632,78,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1633,62,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1634,30,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1635,65,Female,White,Lt high school,Other,Don't know,Pretty happy,0
1636,45,Female,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1637,65,Male,White,High school,Retired,$25000 or more,Very happy,0
1638,68,Female,White,Lt high school,Retired,$10000 - 14999,Pretty happy,0
1639,37,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1640,63,Male,White,Lt high school,Other,$25000 or more,Pretty happy,0
1641,59,Male,White,Lt high school,Working fulltime,$25000 or more,Very happy,0
1642,80,Male,White,Bachelor,Retired,$25000 or more,Very happy,0
1643,29,Female,White,Junior college,Working fulltime,$25000 or more,Very happy,0
1644,57,Female,White,High school,Working parttime,$25000 or more,Pretty happy,0
1645,73,Female,White,Graduate,Retired,$25000 or more,Pretty happy,0
1646,75,Male,White,High school,Retired,$25000 or more,Very happy,0
1647,74,Male,White,High school,Retired,$25000 or more,Not too happy,0
1648,86,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1649,81,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1650,69,Female,White,Lt high school,Working parttime,$25000 or more,Very happy,0
1651,59,Female,White,High school,Keeping house,$15000 - 19999,Not too happy,0
1652,59,Male,White,High school,Retired,Refused,Pretty happy,0
1653,68,Male,White,High school,Working parttime,$25000 or more,Pretty happy,0
1654,28,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1655,62,Male,White,High school,Retired,$15000 - 19999,Not too happy,0
1656,30,Female,White,High school,Working fulltime,$20000 - 24999,Very happy,0
1657,30,Female,White,Junior college,Working fulltime,$20000 - 24999,Not too happy,0
1658,52,Male,Black,High school,Other,$25000 or more,Not too happy,0
1659,50,Female,White,Graduate,Keeping house,$25000 or more,Pretty happy,0
1660,62,Male,White,High school,Other,$25000 or more,Pretty happy,0
1661,46,Female,Other,Bachelor,Working parttime,$25000 or more,Pretty happy,0
1662,43,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1663,27,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1664,36,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1665,26,Male,White,High school,Working fulltime,$5000 to 5999,Very happy,0
1666,50,Female,Other,Graduate,Keeping house,$25000 or more,Pretty happy,0
1667,23,Male,Black,High school,School,$25000 or more,Not too happy,0
1668,27,Male,White,Bachelor,Working fulltime,$20000 - 24999,Very happy,0
1669,21,Female,Other,High school,Working parttime,$10000 - 14999,Pretty happy,0
1670,23,Female,White,Bachelor,Working fulltime,$10000 - 14999,Not too happy,0
1671,67,Female,White,Graduate,Working parttime,$25000 or more,Pretty happy,0
1672,36,Female,White,Bachelor,Keeping house,Refused,Not too happy,0
1673,28,Male,White,Junior college,School,Lt $1000,Pretty happy,0
1674,39,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1675,47,Female,Other,Bachelor,Working fulltime,$25000 or more,Not too happy,0
1676,30,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1677,52,Male,White,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1678,60,Female,White,Lt high school,Working fulltime,Don't know,Very happy,0
1679,66,Male,White,Graduate,Retired,$25000 or more,Pretty happy,0
1680,60,Male,White,Lt high school,Working parttime,$25000 or more,Very happy,0
1681,31,Female,White,Junior college,Working parttime,$15000 - 19999,Not too happy,0
1682,68,Female,White,Bachelor,Retired,$25000 or more,Very happy,0
1683,66,Male,White,Lt high school,Retired,Refused,Very happy,0
1684,38,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1685,81,Male,White,High school,Working parttime,$20000 - 24999,Very happy,0
1686,56,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1687,42,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1688,73,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1689,24,Female,Black,High school,Working parttime,$20000 - 24999,Not too happy,0
1690,26,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1691,50,Female,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1692,19,Female,Black,Junior college,School,$10000 - 14999,Pretty happy,0
1693,31,Female,White,High school,Keeping house,Don't know,Pretty happy,0
1694,74,Female,White,Lt high school,Retired,Don't know,Pretty happy,0
1695,60,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1696,84,Female,White,High school,Retired,$1000 to 2999,Pretty happy,0
1697,33,Female,White,High school,Keeping house,$20000 - 24999,Pretty happy,0
1698,40,Female,Black,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1699,59,Female,Black,Bachelor,Working fulltime,$25000 or more,Very happy,0
1700,19,Male,White,Lt high school,School,Don't know,Very happy,0
1701,61,Male,Black,High school,Retired,Refused,Very happy,0
1702,48,Female,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1703,54,Female,Black,High school,"Unempl, laid off",$25000 or more,Pretty happy,0
1704,41,Female,Black,Graduate,Keeping house,$25000 or more,Pretty happy,0
1705,34,Male,White,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1706,19,Female,White,High school,School,$4000 to 4999,Pretty happy,0
1707,51,Male,White,Lt high school,Other,Don't know,Not too happy,0
1708,32,Female,White,Junior college,"Unempl, laid off",$25000 or more,Pretty happy,0
1709,64,Male,White,Junior college,Working fulltime,$25000 or more,Very happy,0
1710,41,Male,Black,High school,Temp not working,$25000 or more,Very happy,0
1711,80,Female,White,High school,Retired,$20000 - 24999,Not too happy,0
1712,36,Female,Black,High school,"Unempl, laid off",Refused,Pretty happy,0
1713,28,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
1714,41,Female,White,Bachelor,Working fulltime,$15000 - 19999,Very happy,0
1715,46,Male,Black,High school,Working fulltime,Don't know,Pretty happy,0
1716,45,Female,Black,Bachelor,Temp not working,$25000 or more,Pretty happy,0
1717,35,Female,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1718,51,Female,Black,High school,"Unempl, laid off",$20000 - 24999,Not too happy,0
1719,76,Male,White,Lt high school,Retired,$10000 - 14999,Pretty happy,0
1720,26,Female,Black,High school,Working fulltime,$10000 - 14999,Not too happy,0
1721,31,Female,Black,High school,Keeping house,$1000 to 2999,Not too happy,0
1722,62,Male,Black,High school,Working fulltime,$25000 or more,Pretty happy,0
1723,19,Male,Black,High school,School,$3000 to 3999,Not too happy,0
1724,18,Female,Black,High school,Working parttime,$25000 or more,Pretty happy,0
1725,55,Female,Black,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1726,52,Female,Black,High school,Retired,$10000 - 14999,Pretty happy,0
1727,59,Male,Black,High school,Retired,$25000 or more,Very happy,0
1728,67,Female,Black,Bachelor,Retired,Refused,Pretty happy,0
1729,31,Female,Black,Junior college,Working fulltime,$15000 - 19999,Very happy,0
1730,58,Male,Black,High school,Retired,$20000 - 24999,Very happy,0
1731,58,Male,White,High school,Working parttime,$5000 to 5999,Not too happy,0
1732,83,Female,Black,Lt high school,Retired,Don't know,Very happy,0
1733,76,Female,Black,Junior college,Retired,$25000 or more,Pretty happy,0
1734,27,Female,White,High school,Working fulltime,Don't know,Not too happy,0
1735,72,Male,White,Lt high school,Retired,$25000 or more,Pretty happy,0
1736,58,Female,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1737,19,Male,White,High school,Working fulltime,Don't know,Pretty happy,0
1738,69,Female,White,Graduate,Retired,$25000 or more,Very happy,0
1739,52,Female,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1740,65,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1741,63,Male,White,High school,Retired,$25000 or more,Pretty happy,0
1742,49,Male,Black,High school,Temp not working,$20000 - 24999,Pretty happy,0
1743,76,Male,White,High school,Retired,Refused,Very happy,0
1744,65,Male,White,Lt high school,Working fulltime,$25000 or more,Pretty happy,0
1745,28,Male,White,Bachelor,Working fulltime,$25000 or more,Very happy,0
1746,82,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1747,49,Male,White,High school,Working fulltime,$25000 or more,Pretty happy,0
1748,33,Male,Black,Bachelor,Working fulltime,$25000 or more,Pretty happy,0
1749,60,Male,White,High school,"Unempl, laid off",$4000 to 4999,Not too happy,0
1750,69,Female,White,High school,Keeping house,$25000 or more,Very happy,0
1751,39,Female,Black,High school,Working fulltime,$25000 or more,Not too happy,0
1752,37,Female,Black,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1753,44,Female,Black,High school,Keeping house,$25000 or more,Not too happy,0
1754,36,Female,White,Junior college,Working fulltime,$25000 or more,Pretty happy,0
1755,43,Male,Other,Junior college,Other,$7000 to 7999,Pretty happy,0
1756,44,Male,Black,High school,Working fulltime,$25000 or more,Very happy,0
1757,66,Female,Black,Graduate,Working fulltime,$25000 or more,Pretty happy,0
1758,75,Female,Black,Lt high school,Other,$10000 - 14999,Not too happy,0
1759,73,Female,White,High school,Retired,$25000 or more,Pretty happy,0
1760,61,Male,Black,Lt high school,School,$1000 to 2999,Not too happy,0
1761,58,Male,Black,Lt high school,Other,Don't know,Pretty happy,0
1762,37,Female,White,Junior college,Keeping house,Lt $1000,Pretty happy,0
1763,30,Male,Black,High school,Working fulltime,$20000 - 24999,Very happy,0
1764,44,Female,Black,High school,Keeping house,$3000 to 3999,Pretty happy,0
